"Name","test_r2","test_r","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","split_method","comp_smiles","loss_fn","lr","num_epochs","num_warmup_steps","optimiser","scheduler","train_split","model","protein","elapsed","epoch","percentage_complete","test_loss","test_mae","test_mse","test_rmse","test_ssr","train_loss","train_mse","training_loss"
"effortless-eon-821","0.3264045470067303","0.578921115089082","finished","seyonec/ChemBERTA_PubChem1M_shard00","bk1n","bindingDB_DRD2_HUMAN_P14416, full_test, seyonec/ChemBERTA_PubChem1M_shard00","2023-01-17T15:55:49.000Z","111","","128","","true","modules.loss.RMSE_loss","0.000045291596915850506","40","10","modules.optimisers.Optim_BaseAdamW","transformers.optimization.get_linear_schedule_with_warmup","0.85","seyonec/ChemBERTA_PubChem1M_shard00","bindingDB_DRD2_HUMAN_P14416","11.405843734741213","8","17.5","0.20320746302604675","0.14978507161140442","0.04041331633925438","0.2010306417942047","20.853269577026367","0.2051537483930588","",""
"stoic-cloud-2126","0.3263828191752649","0.6279823400397637","finished","DeepChem/ChemBERTa-10M-MTR","bk1n","DeepChem/ChemBERTa-10M-MTR, bindingDB_DRD2_HUMAN_P14416, oprm_oprk, split_test","2023-02-23T16:30:27.000Z","99","","128","scaffold","false","modules.loss.RMSE_loss","0.0000690452546751227","80","10","modules.optimisers.Optim_BaseAdamW","torch.optim.lr_scheduler.LinearLR","0.85","DeepChem/ChemBERTa-10M-MTR","bindingDB_DRD2_HUMAN_P14416","2.122277021408081","39","47.5","1.5077139139175415","1.3064862489700315","3.1343352794647217","1.770405411720276","1598.5111083984375","0.4423187673091888","",""
"avid-music-1412","0.32598451448199794","0.5780913217188071","finished","DeepChem/ChemBERTa-10M-MTR","bk1n","DeepChem/ChemBERTa-10M-MTR, bindingDB_5HT1A_HUMAN_P08908, full_test","2023-01-18T23:31:48.000Z","57","","128","","false","modules.loss.RMSE_loss","0.0000177042634847497","80","10","modules.optimisers.Optim_BaseAdamW","torch.optim.lr_scheduler.ExponentialLR","0.85","DeepChem/ChemBERTa-10M-MTR","bindingDB_5HT1A_HUMAN_P08908","1.1759188175201416","39","47.5","0.2735147774219513","0.22479774057865143","0.07805252075195312","0.2793788015842438","25.44511985778809","0.2378484159708023","",""
"vocal-fog-1644","0.32591039955662915","0.5715440046345379","finished","DeepChem/ChemBERTa-77M-MTR","bk1n","DeepChem/ChemBERTa-77M-MTR, bindingDB_CAH9_HUMAN_Q16790, full_test","2023-01-20T10:55:14.000Z","32","","128","","false","modules.loss.RMSE_loss","0.00003069201552178801","80","10","modules.optimisers.Optim_BaseAdamW","torch.optim.lr_scheduler.ExponentialLR","0.85","DeepChem/ChemBERTa-77M-MTR","bindingDB_CAH9_HUMAN_Q16790","1.0863568782806396","20","23.75","0.27472132444381714","0.2187742441892624","0.07639231532812119","0.2763915956020355","23.605224609375","0.2888861894607544","",""
"smart-darkness-1019","0.32564646614268533","0.5715103596970699","finished","DeepChem/ChemBERTa-10M-MLM","bk1n","DeepChem/ChemBERTa-10M-MLM, bindingDB_CAH9_HUMAN_Q16790, full_test","2023-01-18T18:14:16.000Z","23","","128","","false","torch.nn.modules.loss.SmoothL1Loss","0.000024525581864241617","80","10","modules.optimisers.Optim_BaseAdamW","torch.optim.lr_scheduler.ExponentialLR","0.85","DeepChem/ChemBERTa-10M-MLM","bindingDB_CAH9_HUMAN_Q16790","1.0330922603607178","13","15","0.04082871600985527","0.21958878636360168","0.07642222195863724","0.2764456868171692","23.61446762084961","0.040148358792066574","",""
"easy-frost-1093","0.3240287477539481","0.5904983383040923","finished","DeepChem/ChemBERTa-10M-MLM","bk1n","DeepChem/ChemBERTa-10M-MLM, bindingDB_AA1R_HUMAN_P30542, full_test","2023-01-18T19:05:00.000Z","51","","128","","false","torch.nn.modules.loss.SmoothL1Loss","0.000023149900159603735","40","10","modules.optimisers.Optim_BaseAdamW","transformers.optimization.get_linear_schedule_with_warmup","0.85","DeepChem/ChemBERTa-10M-MLM","bindingDB_AA1R_HUMAN_P30542","1.0346348285675049","39","95","0.01893727295100689","0.14374369382858276","0.03543016314506531","0.1882290244102478","10.02673625946045","0.010771804489195349","",""
"silver-feather-1072","0.32377549916810267","0.6015067973527022","finished","DeepChem/ChemBERTa-10M-MLM","bk1n","DeepChem/ChemBERTa-10M-MLM, bindingDB_DRD3_HUMAN_P35462, full_test","2023-01-18T18:48:02.000Z","47","","128","","false","torch.nn.modules.loss.SmoothL1Loss","0.000013188003107896828","40","10","modules.optimisers.Optim_BaseAdamW","torch.optim.lr_scheduler.ExponentialLR","0.85","DeepChem/ChemBERTa-10M-MLM","bindingDB_DRD3_HUMAN_P35462","1.2175593376159668","29","70","0.0531880222260952","0.24599863588809967","0.09043742716312408","0.3007281720638275","31.38178825378418","0.03511932119727135","",""
"likely-planet-1346","0.3230743620514146","0.5699088052740209","finished","DeepChem/ChemBERTa-10M-MTR","bk1n","DeepChem/ChemBERTa-10M-MTR, bindingDB_CAH1_HUMAN_P00915, full_test","2023-01-18T22:29:10.000Z","77","","128","","true","modules.loss.RMSE_loss","0.0000180612477460051","40","10","modules.optimisers.Optim_BaseAdamW","torch.optim.lr_scheduler.LinearLR","0.85","DeepChem/ChemBERTa-10M-MTR","bindingDB_CAH1_HUMAN_P00915","1.5754189491271973","40","97.5","0.26640585064888","0.19549131393432617","0.06044837459921837","0.24586251378059387","25.14652442932129","0.16072483360767365","",""
"toasty-mountain-2020","0.32307406094336377","0.5993916544558904","finished","DeepChem/ChemBERTa-10M-MTR","bk1n","DeepChem/ChemBERTa-10M-MTR, bindingDB_OPRK_HUMAN_P41145, split_test","2023-02-23T14:33:24.000Z","21","","128","scaffold","false","modules.loss.RMSE_loss","0.0000690452546751227","80","10","modules.optimisers.Optim_BaseAdamW","torch.optim.lr_scheduler.LinearLR","0.85","DeepChem/ChemBERTa-10M-MTR","bindingDB_OPRK_HUMAN_P41145","1.054704189300537","10","11.25","2.730693817138672","1.9904645681381223","6.3891682624816895","2.5276803970336914","1565.34619140625","1.6898918151855469","",""
"floral-sea-1431","0.3224459123231844","0.5705593417480868","finished","DeepChem/ChemBERTa-77M-MLM","bk1n","DeepChem/ChemBERTa-77M-MLM, bindingDB_CAH9_HUMAN_Q16790, full_test","2023-01-19T09:30:29.000Z","27","","128","","true","modules.loss.RMSE_loss","0.0000386637166537826","80","10","modules.optimisers.Optim_BaseAdamW","torch.optim.lr_scheduler.ExponentialLR","0.85","DeepChem/ChemBERTa-77M-MLM","bindingDB_CAH9_HUMAN_Q16790","1.098273754119873","15","17.5","0.2802984416484833","0.218752920627594","0.07678493112325668","0.27710095047950745","23.726545333862305","0.25087061524391174","",""
